Year (N);ISO;Rank N;Score N;Score N without the exactions;Score N with the exactions;Score exactions;Rank N-1;Score N-1;Rank evolution;FR_country;EN_country;ES_country;AR_country;FA_country;Zone
2009;SVN;37;9,5;;;;30;7,33;-7;Slovénie;Slovenia;Eslovenia;سلوفينيا;اسلوانی;UE Balkans
2009;BIH;39;10,5;;;;36;8;-3;Bosnie-Herzégovine;Bosnia and Herzegovina;Bosnia-Herzegovina;البوسنة والهرسك;بوسنی هرزوگوین;UE Balkans
2009;CHL;39;10,5;;;;56;11,5;17;Chili;Chile;Chile;تشيلي;شیلی;Amériques
2009;GUY;39;10,5;;;;88;19,75;49;Guyana;Guyana;Guyana;غويانا;گیانا;Amériques
2009;SUR;42;10,6;;;;26;6;-16;Suriname;Suriname;Surinam;سورينام;سورینام;Amériques
2009;FRA;43;10,66666667;;;;35;7,67;-8;France;France;Francia;فرنسا;فرانسه;UE Balkans
2009;CPV;44;11;;;;36;8;-8;Cap-Vert;Cape Verde;Cabo Verde;الرأس الأخضر;کیپورد;Afrique
2009;ESP;44;11;;;;36;8;-8;Espagne;Spain;España;إسبانيا;اسپانیا;UE Balkans
2009;SVK;44;11;;;;7;3;-37;Slovaquie;Slovakia;Eslovaquia;سلوفاكيا;اسلواکی;UE Balkans
2009;ARG;47;11,33333333;;;;68;14,08;21;Argentine;Argentina;Argentina;الأرجنتين;آرژانتین;Amériques
2009;HKG;48;11,75;;;;51;9,75;3;Hong-Kong;Hong Kong;Hong Kong;هونغ كونغ;هنگ کنگ;Asie-Pacifique
2009;ITA;49;12,14285714;;;;44;8,42;-5;Italie;Italy;Italia;إيطاليا;ایتالیا;UE Balkans
2009;ROU;50;12,5;;;;47;9;-3;Roumanie;Romania;Rumania;رومانيا;رومانی;UE Balkans
2009;CTU;51;14;;;;53;10;2;Chypre (partie Nord);Cyprus North;Chipre Norte;قبرص (الجزء الشمالي);قبرس (شمالی);UE Balkans
2009;MDV;51;14;;;;104;23,25;53;Maldives;Maldives;Maldivas;المالديف;مالدیو;Asie-Pacifique
2009;MUS;51;14;;;;47;9;-4;Maurice;Mauritius;Mauricio;موريشيوس;موریس;Afrique
2009;PRY;54;14,33333333;;;;91;20,5;37;Paraguay;Paraguay;Paraguay;باراغواي;پاراگوئه;Amériques
2009;PAN;55;14,5;;;;57;11,83;2;Panama;Panama;Panamá;بنما;پاناما;Amériques
2009;PNG;56;14,7;;;;;;;Papouasie-Nouvelle-Guinée;Papua New Guinea;Papúa Nueva Guinea;بابوا غينيا الجديدة;پاپوآ گینه نو;Asie-Pacifique
2009;BFA;57;15;;;;63;13;6;Burkina Faso;Burkina Faso;Burkina Faso;بوركينا فاسو;بورکینافاسو;Afrique
2009;HTI;57;15;;;;73;15,13;16;Haïti;Haiti;Haití;هايتي;هايیتی;Amériques
2009;TWN;59;15,08333333;;;;36;8;-23;Taïwan;Taiwan;Taiwán;تايوان;تایوان;Asie-Pacifique
2009;KWT;60;15,25;;;;61;12,63;1;Koweït;Kuwait;Kuwait;الكويت;کویت;MENA
2009;LBN;61;15,41666667;;;;66;14;5;Liban;Lebanon;Líbano;لبنان;لبنان;MENA
2009;BWA;62;15,5;;;;66;14;4;Botswana;Botswana;Botsuana;بوتسوانا;بوستاوانا;Afrique
2009;LBR;62;15,5;;;;51;9,75;-11;Liberia;Liberia;Liberia;ليبيريا;لیبریا;Afrique
2009;MWI;62;15,5;;;;70;15;8;Malawi;Malawi;Malaui;مالاوي;مالاوی;Afrique
2009;SRB;62;15,5;;;;64;13,5;2;Serbie;Serbia;Serbia;صربيا;صربستان;UE Balkans
2009;TZA;62;15,5;;;;70;15;8;Tanzanie;Tanzania;Tanzania;تنزانيا;تانزانیا;Afrique
2009;TGO;62;15,5;;;;53;10;-9;Togo;Togo;Togo;توغو;توگو;Afrique
2009;BGR;68;15,61111111;;;;59;12,5;-9;Bulgarie;Bulgaria;Bulgaria;بلغاريا;بلغارستان;UE Balkans
2009;KOR;69;15,66666667;;;;47;9;-22;Corée du Sud;South Korea;Corea del Sur;كوريا الجنوبية;کره جنوبی;Asie-Pacifique
2009;BTN;70;15,75;;;;74;15,5;4;Bhoutan;Bhutan;Bután;بوتان;بوتان;Asie-Pacifique
2009;BRA;71;15,875;;;;82;18;11;Brésil;Brazil;Brasil;البرازيل;برزیل;Amériques
2009;BEN;72;16;;;;70;15;-2;Bénin;Benin;Benín;بنين;بنین;Afrique
2009;SYC;72;16;;;;74;15,5;2;Seychelles;Seychelles;Seychelles;سيشيل;سی‌شل;Afrique
2009;TLS;72;16;;;;65;13,75;-7;Timor oriental;East Timor;Timor Oriental;تيمور الشرقية;تیمور شرقی;Asie-Pacifique
2009;XKO;75;16,58333333;;;;58;12;-17;Kosovo;Kosovo;Kosovo;كوسوفو;کوسووو;UE Balkans
2009;NIC;76;16,75;;;;59;12,5;-17;Nicaragua;Nicaragua;Nicaragua;نيكاراغوا;نیکاراگوئه;Amériques
2009;MNE;77;17;;;;53;10;-24;Monténégro;Montenegro;Montenegro;الجبل الأسود;مونته‌نگرو;UE Balkans
2009;HRV;78;17,16666667;;;;45;8,5;-33;Croatie;Croatia;Croacia;كرواتيا;کرواسی;UE Balkans
2009;SLV;79;17,25;;;;62;12,8;-17;El Salvador;El Salvador;El Salvador;السلفادور;ال‌سالوادور;Amériques
2009;CAF;80;17,75;;;;85;18,5;5;République centrafricaine;Central African Republic;República Centroafricana;جمهورية أفريقيا الوسطى;جمهوری آفریقای مرکزی;Afrique
2009;GEO;81;18,83333333;;;;120;31,25;39;Géorgie;Georgia;Georgia;جورجيا;گرجستان;EEAC
2009;COM;82;19;;;;89;20;7;Comores;Comoros;Comoras;جزر القمر;کومور;Afrique
2009;MOZ;82;19;;;;90;20,5;8;Mozambique;Mozambique;Mozambique;موزمبيق;موزامبیک;Afrique
2009;ECU;84;20;;;;74;15,5;-10;Équateur;Ecuador;Ecuador;الإكوادور;اکواتور;Amériques
2009;PER;85;20,875;;;;108;26,25;23;Pérou;Peru;Peru;بيرو;پرو;Amériques
2009;ARE;86;21,5;;;;69;14,5;-17;Émirats arabes unis;United Arab Emirates;Emiratos Árabes Unidos;الإمارات العربية المتحدة;امارات متحده عربی;MENA
2009;UGA;86;21,5;;;;107;26;21;Ouganda;Uganda;Uganda;أوغندا;اوگاندا;Afrique
2009;ALB;88;21,75;;;;79;16;-9;Albanie;Albania;Albania;ألبانيا;آلبانی;UE Balkans
2009;SEN;89;22;;;;86;19;-3;Sénégal;Senegal;Senegal;السنغال;سنگال;Afrique
2009;UKR;89;22;;;;87;19,25;-2;Ukraine;Ukraine;Ucrania;أوكرانيا;اوکراين;EEAC
2009;MNG;91;23,33333333;;;;93;20,83;2;Mongolie;Mongolia;Mongolia;منغوليا;مغولستان;Asie-Pacifique
2009;GNB;92;23,5;;;;81;16,33;-11;Guinée-Bissau;Guinea-Bissau;Guinea-Bisáu;غينيا بيساو;گینه بیسائو;Afrique
2009;QAT;94;24;;;;74;15,5;-20;Qatar;Qatar;Catar;قطر;قطر;MENA
2009;BOL;95;24,16666667;;;;115;28,2;20;Bolivie;Bolivia;Bolivia;بوليفيا;بلیوی;Amériques
2009;KEN;96;25;;;;97;21,25;1;Kenya;Kenya;Kenia;كينيا;کنیا;Afrique
2009;ZMB;97;26,75;;;;74;15,5;-23;Zambie;Zambia;Zambia;زامبيا;زامبیا;Afrique
2009;DOM;98;26,83333333;;;;82;18;-16;République dominicaine;Dominican Republic;República Dominicana;جمهورية الدومينيكان;جمهوری دومینیک;Amériques
2009;LSO;99;27,5;;;;116;29,5;17;Lesotho;Lesotho;Lesoto;ليسوتو;لسو‌تو;Afrique
2009;GIN;100;28,5;;;;99;21,5;-1;Guinée;Guinea;Guinea;غينيا;گینه;Afrique
2009;IDN;100;28,5;;;;111;27;11;Indonésie;Indonesia;Indonesia;أندونيسيا;اندونزی;Asie-Pacifique
2009;MRT;100;28,5;;;;105;23,88;5;Mauritanie;Mauritania;Mauritania;موريتانيا;موریتانی;Afrique
2009;BDI;103;29;;;;94;21;-9;Burundi;Burundi;Burundi;بوروندي;بروندی;Afrique
2009;CIV;103;29;;;;109;26,5;6;Côte d'Ivoire;Ivory Coast;Costa de Marfil;ساحل العاج;ساحل عاج;Afrique
2009;IND;105;29,33333333;;;;118;30;13;Inde;India;India;الهند;هند;Asie-Pacifique
2009;GTM;106;29,5;;;;101;22,64;-5;Guatemala;Guatemala;Guatemala;غواتيمالا;گواتمالا;Amériques
2009;OMN;106;29,5;;;;123;32,67;17;Oman;Oman;Omán;عمان;عمان;MENA
2009;CMR;109;30,5;;;;129;36,9;20;Cameroun;Cameroon;Camerún;الكاميرون;کامرون;Afrique
2009;DJI;110;31;;;;134;41,5;24;Djibouti;Djibouti;Yibuti;جيبوتي;جیبوتی;Afrique
2009;ARM;111;31,125;;;;102;22,75;-9;Arménie;Armenia;Armenia;أرمينيا;ارمنستان;EEAC
2009;JOR;112;31,875;;;;128;36;16;Jordanie;Jordan;Jordania;الأردن;اردن;MENA
2009;TJK;113;32;;;;106;25,5;-7;Tadjikistan;Tajikistan;Tayikistán;طاجيكستان;تاجیکستان;EEAC
2009;MDA;114;33,75;;;;98;21,38;-16;Moldavie;Moldova;Moldavia;مولدوفا;مولداوی;EEAC
2009;SLE;115;34;;;;114;27,75;-1;Sierra Leone;Sierra Leone;Sierra Leona;سيراليون;سئیرالئون;Afrique
2009;COG;116;34,25;;;;92;20,75;-24;Congo;Congo;República del Congo;الكونغو;کنگو;Afrique
2009;KHM;117;35,16666667;;;;126;35,5;9;Cambodge;Cambodia;Camboya;كمبوديا;کامبوج;Asie-Pacifique
2009;NPL;118;35,625;;;;138;43,25;20;Népal;Nepal;Nepal;نيبال;نپال;Asie-Pacifique
2009;AGO;119;36,5;;;;116;29,5;-3;Angola;Angola;Angola;أنغولا;آنگولا;Afrique
2009;BHR;119;36,5;;;;96;21,17;-23;Bahreïn;Bahrain;Baréin;البحرين;بحرین;MENA
2009;BGD;121;37,33333333;;;;136;42,7;15;Bangladesh;Bangladesh;Bangladés;بنغلاديش;بنگلادش;Asie-Pacifique
2009;PHL;122;38,25;;;;139;45;17;Philippines;Philippines;Filipinas;الفلبين;فلیپین;Asie-Pacifique
2009;TUR;122;38,25;;;;102;22,75;-20;Turquie;Turkey;Turquía;تركيا;ترکیه;EEAC
2009;VEN;124;39,5;;;;113;27,33;-11;Venezuela;Venezuela;Venezuela;فنزويلا;ونزوئلا;Amériques
2009;KGZ;125;40;;;;111;27;-14;Kirghizstan;Kyrgyzstan;Kirguistán;قرغيزستان;قرقیزستان;EEAC
2009;COL;126;40,125;;;;126;35,5;0;Colombie;Colombia;Colombia;كولومبيا;کلمبیا;Amériques
2009;MAR;127;41;;;;122;32,25;-5;Maroc;Morocco;Marruecos;المغرب;مراکش;MENA
2009;HND;128;42;;;;99;21,5;-29;Honduras;Honduras;Honduras;هندوراس;هندوراس;Amériques
2009;GAB;129;43,5;;;;110;26,75;-19;Gabon;Gabon;República Gabonesa;الغابون;گابون;Afrique
2009;THA;130;44;;;;124;34,5;-6;Thaïlande;Thailand;Tailandia;تايلاند;تایلند;Asie-Pacifique
2009;MYS;131;44,25;;;;132;39,5;1;Malaisie;Malaysia;Malasia;ماليزيا;مالزی;Asie-Pacifique
2009;TCD;132;44,5;;;;133;41,25;1;Tchad;Chad;Chad;تشاد;چاد;Afrique
2009;SGP;133;45;;;;144;49;11;Singapour;Singapore;Singapur;سنغافورة;سنگاپور;Asie-Pacifique
2009;MDG;134;45,83333333;;;;94;21;-40;Madagascar;Madagascar;Madagascar;مدغشقر;ماداگاسکار;Afrique
2009;NGA;135;46;;;;131;37,75;-4;Nigeria;Nigeria;Nigeria;نيجيريا;نیجریه;Afrique
2009;ZWE;136;46,5;;;;151;54;15;Zimbabwe;Zimbabwe;Zimbabue;زيمبابوي;زیمبابوه;Afrique
2009;GMB;137;48,25;;;;137;42,75;0;Gambie;Gambia;Gambia;غامبيا;گامبیا;Afrique
2009;MEX;137;48,25;;;;140;46,13;3;Mexique;Mexico;México;المكسيك;مکزیک;Amériques
2009;NER;139;48,5;;;;130;37;-9;Niger;Niger;Niger;النيجر;نیجر;Afrique
2009;ETH;140;49;;;;142;47,75;2;Éthiopie;Ethiopia;Etiopía;أثيوبيا;اتیوپی;Afrique
2009;DZA;141;49,5625;;;;121;31,33;-20;Algérie;Algeria;Argelia;الجزائر;الجزایر;MENA
2009;KAZ;142;49,66666667;;;;125;35,33;-17;Kazakhstan;Kazakhstan;Kazajistán;كازاخستان;قزاقستان;EEAC
2009;EGY;143;51,375;;;;146;50,25;3;Égypte;Egypt;Egipto;مصر;مصر;MENA
2009;SWZ;144;52,5;;;;147;50,5;3;Eswatini;Eswatini;Esuatini;إسواتيني;اسواتینی ;Afrique
2009;IRQ;145;53,3;;;;158;59,38;13;Irak;Iraq;Irak;العراق;عراق;MENA
2009;AZE;146;53,5;;;;150;53,63;4;Azerbaïdjan;Azerbaijan;Azerbaiyán;أذربيجان;آذربایجان;EEAC
2009;COD;146;53,5;;;;148;51,25;2;RD Congo;The Democratic Republic Of The Congo;RD Congo;جمهورية الكونغو الديمقراطية;جمهوری دمکراتیک کنگو;Afrique
2009;SDN;148;54;;;;135;42;-13;Soudan;Sudan;Sudán;السودان;سودان;Afrique
2009;AFG;149;54,25;;;;156;59,25;7;Afghanistan;Afghanistan;Afganistán;أفغانستان;افغانستان;Asie-Pacifique
2009;BLR;151;59,5;;;;154;58,33;3;Bélarus;Belarus;Belarús;روسيا البيضاء;روسیه سفید;EEAC
2009;FJI;152;60;;;;79;16;-73;Fidji;Fiji;Fiyi;فيجي;فیجی;Asie-Pacifique
2009;RUS;153;60,875;;;;141;47,5;-12;Russie;Russian Federation;Rusia;روسيا;روسیه;EEAC
2009;TUN;154;61,5;;;;143;48,1;-11;Tunisie;Tunisia;Túnez;تونس;تونس;MENA
2009;BRN;155;63,5;;;;;;;Brunei;Brunei Darussalam;Brunéi;بروناي;برونی;Asie-Pacifique
2009;LBY;156;64,5;;;;160;61,5;4;Libye;Libya;Libia;ليبيا;لیبی;MENA
2009;RWA;157;64,66666667;;;;145;50;-12;Rwanda;Rwanda;Ruanda;رواندا;روندا;Afrique
2009;GNQ;158;65,5;;;;156;59,25;-2;Guinée équatoriale;Equatorial Guinea;Guinea Ecuatorial;غينيا الاستوائية;گینه اکوادور;Afrique
2009;PAK;159;65,66666667;;;;152;54,88;-7;Pakistan;Pakistan;Pakistán;باكستان;پاکستان;Asie-Pacifique
2009;UZB;160;67,66666667;;;;162;62,7;2;Ouzbékistan;Uzbekistan;Uzbekistán;أوزبكستان;اوزبکستان;EEAC
2009;PSE;161;69,83333333;;;;163;66,88;2;Palestine;Palestine;Palestina;فلسطين;فلسطین;MENA
2009;LKA;162;75;;;;165;78;3;Sri Lanka;Sri Lanka;Sri Lanka;سري لانكا;سریلانکا;Asie-Pacifique
2009;SAU;163;76,5;;;;161;61,75;-2;Arabie saoudite;Saudi Arabia;Arabia Saudita;المملكة العربية السعودية;عربستان سعودی;MENA
2009;SOM;164;77,5;;;;153;58;-11;Somalie;Somalia;Somalia;الصومال;سومالی;Afrique
2009;SYR;165;78;;;;159;59,63;-6;Syrie;Syrian Arab Republic;Siria;سوريا;سوریه;MENA
2009;VNM;166;81,66666667;;;;168;86,17;2;Viêt Nam;Vietnam;Vietnam;فيتنام;ویتنام;Asie-Pacifique
2009;YEM;167;83,375;;;;155;59;-12;Yémen;Yemen;Yemen;اليمن;یمن;MENA
2009;CHN;168;84,5;;;;167;85,5;-1;Chine;China;China;الصين;چین;Asie-Pacifique
2009;LAO;169;92;;;;164;70;-5;Laos;Lao People's Democratic Republic;Laos;لاوس;لائوس;Asie-Pacifique
2009;CUB;170;94;;;;169;88,33;-1;Cuba;Cuba;Cuba;كوبا;کوبا;Amériques
2009;MMR;171;102,6666667;;;;170;94,38;-1;Birmanie;Myanmar;Birmania;بورما;برمه;Asie-Pacifique
2009;IRN;172;104,1428571;;;;166;80,33;-6;Iran;Islamic Republic of Iran;Irán;إيران;ایران;MENA
2009;TKM;173;107;;;;171;95,5;-2;Turkménistan;Turkmenistan;Turkmenistán;تركمانستان;ترکمنستان;EEAC
2009;PRK;174;112,5;;;;172;96,5;-2;Corée du Nord;Democratic People's Republic of Korea;Corea del Norte;كوريا الشمالية;کره شمالی;Asie-Pacifique
2009;ERI;175;115,5;;;;173;97,5;-2;Érythrée;Eritrea;Eritrea;إريتريا;اریتره;Afrique
2009;USA2;20;4;;;;36;8;16;États-Unis (territoire américain);United States (US territory);Estados Unidos (territorio estadounidense);الولايات المتحدة (الأراضي الأمريكية);ایالات متحده امریکا (در سرزمین ایالات متحده امریکا);Amériques
2009;ISR1;93;23,75;;;;46;8,83;-47;Israël (territoire israélien);Israel (Israeli territory);Israel (territorio israelí);إسرائيل (الأراضي الإسرائيلية);اسرائیل (در سرزمین اسرائیل);MENA
2009;USA1;108;30;;;;119;31;11;États-Unis (hors territoire américain);United States (outside US territory);Estados Unidos (fuera del territorio estadounidense);الولايات المتحدة (باستثناء الأراضي الأمريكية);ایالات متحده امریکا (خارج از سرزمین‌ ایالات متحده امریکا);Amériques
2009;ISR2;150;55,5;;;;149;51,5;-1;Israël (hors territoire israélien);Israel (outside Israeli territory);Israel (fuera del territorio israelí);إسرائيل (باستثناء الأراضي الإسرائيلية);اسرائیل (خارج ازسرزمین اسرائیل);MENA
