Year (N);ISO;Rank N;Score N;Score N without the exactions;Score N with the exactions;Score exactions;Rank N-1;Score N-1;Rank evolution;FR_country;EN_country;ES_country;AR_country;FA_country;Zone
2003;ZAF;21;3,33;;;;26;7,5;5;Afrique du Sud;South Africa;Sudáfrica;جنوب أفريقيا;آفریقای جنوبی;Afrique
2003;HUN;21;3,33;;;;25;6,5;4;Hongrie;Hungary;Hungría;المجر;مجارستان;UE Balkans
2003;JAM;21;3,33;;;;;;;Jamaïque;Jamaica;Jamaica;جامايكا;جامائیکا;Amériques
2003;CRI;24;3,83;;;;15;4,25;-9;Costa Rica;Costa Rica;Costa Rica;كوستاريكا;کاستاریکا;Amériques
2003;URY;25;4;;;;23;6;-2;Uruguay;Uruguay;Uruguay;أوروغواي;اروگويه;Amériques
2003;FRA;26;4,17;;;;11;3,25;-15;France;France;Francia;فرنسا;فرانسه;UE Balkans
2003;GBR;27;4,25;;;;22;6;-5;Royaume-Uni;United Kingdom;Reino Unido;المملكة المتحدة;بریتانیا;UE Balkans
2003;PRT;28;5,17;;;;8;1,5;-20;Portugal;Portugal;Portugal;البرتغال;پرتغال;UE Balkans
2003;BEN;29;5,25;;;;21;6;-8;Bénin;Benin;Benín;بنين;بنین;Afrique
2003;TLS;30;5,5;;;;;;;Timor oriental;East Timor;Timor Oriental;تيمور الشرقية;تیمور شرقی;Asie-Pacifique
2003;USA2;31;6;;;;;;;États-Unis (territoire américain);United States (US territory);Estados Unidos (territorio estadounidense);الولايات المتحدة (الأراضي الأمريكية);ایالات متحده امریکا (در سرزمین ایالات متحده امریکا);Amériques
2003;GRC;31;6;;;;19;5;-12;Grèce;Greece;Grecia;اليونان;یونان;UE Balkans
2003;POL;33;6,17;;;;30;7,75;-3;Pologne;Poland;Polonia;بولندا;لهستان;UE Balkans
2003;ALB;34;6,5;;;;;;;Albanie;Albania;Albania;ألبانيا;آلبانی;UE Balkans
2003;BGR;34;6,5;;;;38;9,75;4;Bulgarie;Bulgaria;Bulgaria;بلغاريا;بلغارستان;UE Balkans
2003;NIC;34;6,5;;;;;;;Nicaragua;Nicaragua;Nicaragua;نيكاراغوا;نیکاراگوئه;Amériques
2003;BIH;37;6,83;;;;43;12,5;6;Bosnie-Herzégovine;Bosnia and Herzegovina;Bosnia-Herzegovina;البوسنة والهرسك;بوسنی هرزوگوین;UE Balkans
2003;CHL;37;6,83;;;;24;6,5;-13;Chili;Chile;Chile;تشيلي;شیلی;Amériques
2003;SLV;37;6,83;;;;34;8,75;-3;El Salvador;El Salvador;El Salvador;السلفادور;ال‌سالوادور;Amériques
2003;PRY;40;7,17;;;;32;8,5;-8;Paraguay;Paraguay;Paraguay;باراغواي;پاراگوئه;Amériques
2003;MUS;41;7,25;;;;36;9,5;-5;Maurice;Mauritius;Mauricio;موريشيوس;موریس;Afrique
2003;ECU;42;7,67;;;;20;5,5;-22;Équateur;Ecuador;Ecuador;الإكوادور;اکواتور;Amériques
2003;ESP;42;7,67;;;;29;7,75;-13;Espagne;Spain;España;إسبانيا;اسپانیا;UE Balkans
2003;ISR1;44;8;;;;;;;Israël (territoire israélien);Israel (Israeli territory);Israel (territorio israelí);إسرائيل (الأراضي الإسرائيلية);اسرائیل (در سرزمین اسرائیل);MENA
2003;JPN;44;8;;;;28;7,5;-16;Japon;Japan;Japón;اليابان;ژاپن;Asie-Pacifique
2003;MDG;46;8,17;;;;65;22,75;19;Madagascar;Madagascar;Madagascar;مدغشقر;ماداگاسکار;Afrique
2003;CPV;47;8,25;;;;46;13,75;-1;Cap-Vert;Cape Verde;Cabo Verde;الرأس الأخضر;کیپورد;Afrique
2003;GHA;48;8,75;;;;67;23;19;Ghana;Ghana;Ghana;غانا;غنا;Afrique
2003;KOR;49;9,17;;;;39;10,5;-10;Corée du Sud;South Korea;Corea del Sur;كوريا الجنوبية;کره جنوبی;Asie-Pacifique
2003;AUS;50;9,25;;;;12;3,5;-38;Australie;Australia;Australia;أستراليا;استرالیا;Asie-Pacifique
2003;BOL;51;9,67;;;;48;14,5;-3;Bolivie;Bolivia;Bolivia;بوليفيا;بلیوی;Amériques
2003;MKD;51;9,67;;;;;;;Macédoine du Nord;North Macedonia;República de Macedonia del Norte;مقدونيا الشمالية;مقدونیه شمالی ;UE Balkans
2003;ITA;53;9,75;;;;40;11;-13;Italie;Italy;Italia;إيطاليا;ایتالیا;UE Balkans
2003;PAN;53;9,75;;;;50;15,5;-3;Panama;Panama;Panamá;بنما;پاناما;Amériques
2003;PER;55;10,25;;;;37;9,5;-18;Pérou;Peru;Peru;بيرو;پرو;Amériques
2003;HKG;56;11;;;;18;4,83;-38;Hong-Kong;Hong Kong;Hong Kong;هونغ كونغ;هنگ کنگ;Asie-Pacifique
2003;MLI;56;11;;;;44;12,5;-12;Mali;Mali;Malí;مالي;مالی;Afrique
2003;NAM;56;11;;;;31;8;-25;Namibie;Namibia;Namibia;ناميبيا;نامیبیا;Afrique
2003;FJI;59;11,5;;;;;;;Fidji;Fiji;Fiyi;فيجي;فیجی;Asie-Pacifique
2003;ROU;59;11,5;;;;45;13,25;-14;Roumanie;Romania;Rumania;رومانيا;رومانی;UE Balkans
2003;TWN;61;12;;;;35;9;-26;Taïwan;Taiwan;Taiwán;تايوان;تایوان;Asie-Pacifique
2003;BWA;62;13;;;;;;;Botswana;Botswana;Botsuana;بوتسوانا;بوستاوانا;Afrique
2003;COG;63;14;;;;69;23,17;6;Congo;Congo;República del Congo;الكونغو;کنگو;Afrique
2003;MOZ;63;14;;;;70;23,5;7;Mozambique;Mozambique;Mozambique;موزمبيق;موزامبیک;Afrique
2003;HND;65;14,17;;;;;;;Honduras;Honduras;Honduras;هندوراس;هندوراس;Amériques
2003;SEN;66;14,5;;;;47;14;-19;Sénégal;Senegal;Senegal;السنغال;سنگال;Afrique
2003;ARG;67;15,17;;;;42;12;-25;Argentine;Argentina;Argentina;الأرجنتين;آرژانتین;Amériques
2003;NER;68;15,75;;;;53;18,5;-15;Niger;Niger;Niger;النيجر;نیجر;Afrique
2003;HRV;69;16,5;;;;33;8,75;-36;Croatie;Croatia;Croacia;كرواتيا;کرواسی;UE Balkans
2003;TZA;69;16,5;;;;62;21,25;-7;Tanzanie;Tanzania;Tanzania;تنزانيا;تانزانیا;Afrique
2003;BRA;71;16,75;;;;54;18,75;-17;Brésil;Brazil;Brasil;البرازيل;برزیل;Amériques
2003;DOM;72;17;;;;;;;République dominicaine;Dominican Republic;República Dominicana;جمهورية الدومينيكان;جمهوری دومینیک;Amériques
2003;GEO;73;17,33;;;;;;;Géorgie;Georgia;Georgia;جورجيا;گرجستان;EEAC
2003;MEX;74;17,67;;;;76;24,75;2;Mexique;Mexico;México;المكسيك;مکزیک;Amériques
2003;LSO;75;17,75;;;;;;;Lesotho;Lesotho;Lesoto;ليسوتو;لسو‌تو;Afrique
2003;BFA;76;18;;;;85;27,75;9;Burkina Faso;Burkina Faso;Burkina Faso;بوركينا فاسو;بورکینافاسو;Afrique
2003;GMB;77;18,25;;;;64;22,5;-13;Gambie;Gambia;Gambia;غامبيا;گامبیا;Afrique
2003;MNG;77;18,25;;;;73;24,5;-4;Mongolie;Mongolia;Mongolia;منغوليا;مغولستان;Asie-Pacifique
2003;COM;79;18,5;;;;58;20,5;-21;Comores;Comoros;Comoras;جزر القمر;کومور;Afrique
2003;KEN;79;18,5;;;;75;24,75;-4;Kenya;Kenya;Kenia;كينيا;کنیا;Afrique
2003;KHM;81;19,5;;;;71;24,25;-10;Cambodge;Cambodia;Camboya;كمبوديا;کامبوج;Asie-Pacifique
2003;THA;82;19,67;;;;65;22,75;-17;Thaïlande;Thailand;Tailandia;تايلاند;تایلند;Asie-Pacifique
2003;CYP;83;20,83;;;;;;;Chypre;Cyprus;Chipre;قبرص;قبرس;UE Balkans
2003;MWI;84;21;;;;84;27,67;0;Malawi;Malawi;Malaui;مالاوي;مالاوی;Afrique
2003;SCG;85;21,33;;;;;;;Serbie-Monténégro;Serbia-Montenegro;Serbia-Montenegro;صربيا والجبل الأسود;صربستان و مونته‌نگرو;UE Balkans
2003;ZMB;86;23,25;;;;81;26,75;-5;Zambie;Zambia;Zambia;زامبيا;زامبیا;Afrique
2003;SLE;87;23,5;;;;74;24,5;-13;Sierra Leone;Sierra Leone;Sierra Leona;سيراليون;سئیرالئون;Afrique
2003;TCD;88;24;;;;87;28,75;-1;Tchad;Chad;Chad;تشاد;چاد;Afrique
2003;LKA;89;24,83;;;;51;15,75;-38;Sri Lanka;Sri Lanka;Sri Lanka;سري لانكا;سریلانکا;Asie-Pacifique
2003;ARM;90;25,17;;;;;;;Arménie;Armenia;Armenia;أرمينيا;ارمنستان;EEAC
2003;UGA;91;25,75;;;;52;17;-39;Ouganda;Uganda;Uganda;أوغندا;اوگاندا;Afrique
2003;BDI;92;26,25;;;;72;24,5;-20;Burundi;Burundi;Burundi;بوروندي;بروندی;Afrique
2003;SYC;93;26,75;;;;61;20,75;-32;Seychelles;Seychelles;Seychelles;سيشيل;سی‌شل;Afrique
2003;MDA;94;27;;;;;;;Moldavie;Moldova;Moldavia;مولدوفا;مولداوی;EEAC
2003;TGO;95;27,5;;;;97;31,5;2;Togo;Togo;Togo;توغو;توگو;Afrique
2003;VEN;96;27,83;;;;77;25;-19;Venezuela;Venezuela;Venezuela;فنزويلا;ونزوئلا;Amériques
2003;AGO;97;28;;;;93;30,17;-4;Angola;Angola;Angola;أنغولا;آنگولا;Afrique
2003;CMR;98;30,5;;;;88;28,83;-10;Cameroun;Cameroon;Camerún;الكاميرون;کامرون;Afrique
2003;GTM;99;30,83;;;;83;27,25;-16;Guatemala;Guatemala;Guatemala;غواتيمالا;گواتمالا;Amériques
2003;HTI;100;31;;;;106;36,5;6;Haïti;Haiti;Haití;هايتي;هايیتی;Amériques
2003;GAB;101;31,25;;;;59;20,5;-42;Gabon;Gabon;República Gabonesa;الغابون;گابون;Afrique
2003;KWT;102;31,33;;;;78;25,5;-24;Koweït;Kuwait;Kuwait;الكويت;کویت;MENA
2003;NGA;103;31,5;;;;49;15,5;-54;Nigeria;Nigeria;Nigeria;نيجيريا;نیجریه;Afrique
2003;KGZ;104;32;;;;98;31,75;-6;Kirghizstan;Kyrgyzstan;Kirguistán;قرغيزستان;قرقیزستان;EEAC
2003;MYS;104;32;;;;110;37,83;6;Malaisie;Malaysia;Malasia;ماليزيا;مالزی;Asie-Pacifique
2003;LBN;106;32,5;;;;56;19,67;-50;Liban;Lebanon;Líbano;لبنان;لبنان;MENA
2003;CAF;107;32,75;;;;63;21,5;-44;République centrafricaine;Central African Republic;República Centroafricana;جمهورية أفريقيا الوسطى;جمهوری آفریقای مرکزی;Afrique
2003;DZA;108;33;;;;95;31;-13;Algérie;Algeria;Argelia;الجزائر;الجزایر;MENA
2003;GIN;109;33,17;;;;79;26;-30;Guinée;Guinea;Guinea;غينيا;گینه;Afrique
2003;EGY;110;34,25;;;;102;34,5;-8;Égypte;Egypt;Egipto;مصر;مصر;MENA
2003;IDN;110;34,25;;;;57;20;-53;Indonésie;Indonesia;Indonesia;أندونيسيا;اندونزی;Asie-Pacifique
2003;RWA;110;34,25;;;;108;37,5;-2;Rwanda;Rwanda;Ruanda;رواندا;روندا;Afrique
2003;AZE;113;34,5;;;;101;34,5;-12;Azerbaïdjan;Azerbaijan;Azerbaiyán;أذربيجان;آذربایجان;EEAC
2003;TJK;113;34,5;;;;86;28,25;-27;Tadjikistan;Tajikistan;Tayikistán;طاجيكستان;تاجیکستان;EEAC
2003;QAT;115;35;;;;;;;Qatar;Qatar;Catar;قطر;قطر;MENA
2003;TUR;115;35;;;;100;33,5;-15;Turquie;Turkey;Turquía;تركيا;ترکیه;EEAC
2003;BHR;117;35,17;;;;67;23;-50;Bahreïn;Bahrain;Baréin;البحرين;بحرین;MENA
2003;GNB;118;35,25;;;;94;30,25;-24;Guinée-Bissau;Guinea-Bissau;Guinea-Bisáu;غينيا بيساو;گینه بیسائو;Afrique
2003;PHL;118;35,25;;;;90;29;-28;Philippines;Philippines;Filipinas;الفلبين;فلیپین;Asie-Pacifique
2003;DJI;120;35,5;;;;96;31,25;-24;Djibouti;Djibouti;Yibuti;جيبوتي;جیبوتی;Afrique
2003;MRT;121;36,67;;;;115;41,33;-6;Mauritanie;Mauritania;Mauritania;موريتانيا;موریتانی;Afrique
2003;ARE;122;37;;;;;;;Émirats arabes unis;United Arab Emirates;Emiratos Árabes Unidos;الإمارات العربية المتحدة;امارات متحده عربی;MENA
2003;JOR;122;37;;;;99;33,5;-23;Jordanie;Jordan;Jordania;الأردن;اردن;MENA
2003;ETH;124;37,5;;;;107;37,5;-17;Éthiopie;Ethiopia;Etiopía;أثيوبيا;اتیوپی;Afrique
2003;IRQ;124;37,5;;;;130;79;6;Irak;Iraq;Irak;العراق;عراق;MENA
2003;SWZ;124;37,5;;;;91;29;-33;Eswatini;Eswatini;Esuatini;إسواتيني;اسواتینی ;Afrique
2003;COD;127;38,5;;;;113;40,75;-14;RD Congo;The Democratic Republic Of The Congo;RD Congo;جمهورية الكونغو الديمقراطية;جمهوری دمکراتیک کنگو;Afrique
2003;IND;128;39;;;;80;26,5;-48;Inde;India;India;الهند;هند;Asie-Pacifique
2003;PAK;128;39;;;;119;44,67;-9;Pakistan;Pakistan;Pakistán;باكستان;پاکستان;Asie-Pacifique
2003;PSE;130;39,25;;;;82;27;-48;Palestine;Palestine;Palestina;فلسطين;فلسطین;MENA
2003;MAR;131;39,67;;;;89;29;-42;Maroc;Morocco;Marruecos;المغرب;مراکش;MENA
2003;LBR;132;40;;;;109;37,75;-23;Liberia;Liberia;Liberia;ليبيريا;لیبریا;Afrique
2003;UKR;132;40;;;;112;40;-20;Ukraine;Ukraine;Ucrania;أوكرانيا;اوکراين;EEAC
2003;AFG;134;40,17;;;;104;35,5;-30;Afghanistan;Afghanistan;Afganistán;أفغانستان;افغانستان;Asie-Pacifique
2003;USA_I;135;41;;;;;;;États-Unis (en Irak);United States (in Irak);Estados Unidos (en Irak);الولايات المتحدة (في العراق);ایالات متحده امریکا (در عراق);Amériques
2003;YEM;136;41,83;;;;103;34,75;-33;Yémen;Yemen;Yemen;اليمن;یمن;MENA
2003;CIV;137;42,17;;;;55;19;-82;Côte d'Ivoire;Ivory Coast;Costa de Marfil;ساحل العاج;ساحل عاج;Afrique
2003;KAZ;138;42,5;;;;116;42;-22;Kazakhstan;Kazakhstan;Kazajistán;كازاخستان;قزاقستان;EEAC
2003;GNQ;139;44,75;;;;117;42,75;-22;Guinée équatoriale;Equatorial Guinea;Guinea Ecuatorial;غينيا الاستوائية;گینه اکوادور;Afrique
2003;SOM;140;45;;;;;;;Somalie;Somalia;Somalia;الصومال;سومالی;Afrique
2003;ZWE;141;45,5;;;;123;48,25;-18;Zimbabwe;Zimbabwe;Zimbabue;زيمبابوي;زیمبابوه;Afrique
2003;SDN;142;45,75;;;;105;36;-37;Soudan;Sudan;Sudán;السودان;سودان;Afrique
2003;BGD;143;46,5;;;;118;43,75;-25;Bangladesh;Bangladesh;Bangladés;بنغلاديش;بنگلادش;Asie-Pacifique
2003;SGP;144;47,33;;;;;;;Singapour;Singapore;Singapur;سنغافورة;سنگاپور;Asie-Pacifique
2003;MDV;145;47,5;;;;;;;Maldives;Maldives;Maldivas;المالديف;مالدیو;Asie-Pacifique
2003;ISR3;146;49;;;;;;;Israël (territoires occupés);Israel (occupied territories);Israel (territorios ocupados);إسرائيل (فلسطين المحتلة);اسرائیل (درسرزمین‌های اشغالی);MENA
2003;COL;147;49,17;;;;114;40,83;-33;Colombie;Colombia;Colombia;كولومبيا;کلمبیا;Amériques
2003;RUS;148;49,5;;;;121;48;-27;Russie;Russian Federation;Rusia;روسيا;روسیه;EEAC
2003;TUN;149;50,83;;;;128;67,75;-21;Tunisie;Tunisia;Túnez;تونس;تونس;MENA
2003;NPL;150;51,5;;;;127;63;-23;Népal;Nepal;Nepal;نيبال;نپال;Asie-Pacifique
2003;BLR;151;52;;;;124;52,17;-27;Bélarus;Belarus;Belarús;روسيا البيضاء;روسیه سفید;EEAC
2003;OMN;152;57,75;;;;;;;Oman;Oman;Omán;عمان;عمان;MENA
2003;LBY;153;60;;;;129;72,5;-24;Libye;Libya;Libia;ليبيا;لیبی;MENA
2003;UZB;154;61,5;;;;120;45;-34;Ouzbékistan;Uzbekistan;Uzbekistán;أوزبكستان;اوزبکستان;EEAC
2003;SYR;155;67,5;;;;126;62,83;-29;Syrie;Syrian Arab Republic;Siria;سوريا;سوریه;MENA
2003;SAU;156;71,5;;;;125;62,5;-31;Arabie saoudite;Saudi Arabia;Arabia Saudita;المملكة العربية السعودية;عربستان سعودی;MENA
2003;BTN;157;77,33;;;;135;90,75;-22;Bhoutan;Bhutan;Bután;بوتان;بوتان;Asie-Pacifique
2003;TKM;158;82,83;;;;136;91,5;-22;Turkménistan;Turkmenistan;Turkmenistán;تركمانستان;ترکمنستان;EEAC
2003;VNM;159;89,17;;;;131;81,25;-28;Viêt Nam;Vietnam;Vietnam;فيتنام;ویتنام;Asie-Pacifique
2003;IRN;160;89,33;;;;122;48,25;-38;Iran;Islamic Republic of Iran;Irán;إيران;ایران;MENA
2003;CHN;161;91,25;;;;138;97;-23;Chine;China;China;الصين;چین;Asie-Pacifique
2003;ERI;162;91,5;;;;132;83,67;-30;Érythrée;Eritrea;Eritrea;إريتريا;اریتره;Afrique
2003;LAO;163;94,83;;;;133;89;-30;Laos;Lao People's Democratic Republic;Laos;لاوس;لائوس;Asie-Pacifique
2003;MMR;164;95,5;;;;137;96,83;-27;Birmanie;Myanmar;Birmania;بورما;برمه;Asie-Pacifique
2003;CUB;165;97,83;;;;134;90,25;-31;Cuba;Cuba;Cuba;كوبا;کوبا;Amériques
2003;PRK;166;99,5;;;;139;97,5;-27;Corée du Nord;Democratic People's Republic of Korea;Corea del Norte;كوريا الشمالية;کره شمالی;Asie-Pacifique
