Year (N);ISO;Rank N;Score N;Score N without the exactions;Score N with the exactions;Score exactions;Rank N-1;Score N-1;Rank evolution;FR_country;EN_country;ES_country;AR_country;FA_country;Zone
2010;GNB;67;18,25;;;;92;23,5;25;Guinée-Bissau;Guinea-Bissau;Guinea-Bisáu;غينيا بيساو;گینه بیسائو;Afrique
2010;MKD;68;18,4;;;;34;8,75;-34;Macédoine du Nord;North Macedonia;República de Macedonia del Norte;مقدونيا الشمالية;مقدونیه شمالی ;UE Balkans
2010;CAF;69;18,5;;;;80;17,75;11;République centrafricaine;Central African Republic;República Centroafricana;جمهورية أفريقيا الوسطى;جمهوری آفریقای مرکزی;Afrique
2010;BEN;70;19;;;;72;16;2;Bénin;Benin;Benín;بنين;بنین;Afrique
2010;BGR;71;19;;;;68;15,61111111;-3;Bulgarie;Bulgaria;Bulgaria;بلغاريا;بلغارستان;UE Balkans
2010;COM;72;19;;;;82;19;10;Comores;Comoros;Comoras;جزر القمر;کومور;Afrique
2010;GRC;73;19;;;;35;9;-38;Grèce;Greece;Grecia;اليونان;یونان;UE Balkans
2010;KEN;74;19;;;;96;25;22;Kenya;Kenya;Kenia;كينيا;کنیا;Afrique
2010;MDA;75;19,13;;;;114;33,75;39;Moldavie;Moldova;Moldavia;مولدوفا;مولداوی;EEAC
2010;MNG;76;19,42;;;;91;23,33333333;15;Mongolie;Mongolia;Mongolia;منغوليا;مغولستان;Asie-Pacifique
2010;GTM;77;20,25;;;;106;29,5;29;Guatemala;Guatemala;Guatemala;غواتيمالا;گواتمالا;Amériques
2010;LBN;78;20,5;;;;61;15,41666667;-17;Liban;Lebanon;Líbano;لبنان;لبنان;MENA
2010;MWI;79;21;;;;62;15,5;-17;Malawi;Malawi;Malaui;مالاوي;مالاوی;Afrique
2010;ALB;80;21,5;;;;88;21,75;8;Albanie;Albania;Albania;ألبانيا;آلبانی;UE Balkans
2010;PAN;81;21,83;;;;55;14,5;-26;Panama;Panama;Panamá;بنما;پاناما;Amériques
2010;ZMB;82;22;;;;97;26,75;15;Zambie;Zambia;Zambia;زامبيا;زامبیا;Afrique
2010;NIC;83;22,33;;;;76;16,75;-7;Nicaragua;Nicaragua;Nicaragua;نيكاراغوا;نیکاراگوئه;Amériques
2010;LBR;84;22,5;;;;62;15,5;-22;Liberia;Liberia;Liberia;ليبيريا;لیبریا;Afrique
2010;SRB;85;23;;;;62;15,5;-23;Serbie;Serbia;Serbia;صربيا;صربستان;UE Balkans
2010;ISR1;86;23,25;;;;93;23,75;7;Israël (territoire israélien);Israel (Israeli territory);Israel (territorio israelí);إسرائيل (الأراضي الإسرائيلية);اسرائیل (در سرزمین اسرائیل);MENA
2010;ARE;87;23,75;;;;86;21,5;-1;Émirats arabes unis;United Arab Emirates;Emiratos Árabes Unidos;الإمارات العربية المتحدة;امارات متحده عربی;MENA
2010;KWT;88;23,75;;;;60;15,25;-28;Koweït;Kuwait;Kuwait;الكويت;کویت;MENA
2010;TON;89;23,75;;;;;;;Tonga;Tonga;Tonga;تونغا;تونگا;Asie-Pacifique
2010;LSO;90;24;;;;99;27,5;9;Lesotho;Lesotho;Lesoto;ليسوتو;لسو‌تو;Afrique
2010;SLE;91;24,25;;;;115;34;24;Sierra Leone;Sierra Leone;Sierra Leona;سيراليون;سئیرالئون;Afrique
2010;XKO;92;24,83;;;;75;16,58333333;-17;Kosovo;Kosovo;Kosovo;كوسوفو;کوسووو;UE Balkans
2010;SEN;93;25;;;;89;22;-4;Sénégal;Senegal;Senegal;السنغال;سنگال;Afrique
2010;TLS;94;25;;;;72;16;-22;Timor oriental;East Timor;Timor Oriental;تيمور الشرقية;تیمور شرقی;Asie-Pacifique
2010;MRT;95;25,38;;;;100;28,5;5;Mauritanie;Mauritania;Mauritania;موريتانيا;موریتانی;Afrique
2010;UGA;96;25,5;;;;86;21,5;-10;Ouganda;Uganda;Uganda;أوغندا;اوگاندا;Afrique
2010;DOM;97;26,13;;;;98;26,83333333;1;République dominicaine;Dominican Republic;República Dominicana;جمهورية الدومينيكان;جمهوری دومینیک;Amériques
2010;MOZ;98;26,5;;;;82;19;-16;Mozambique;Mozambique;Mozambique;موزمبيق;موزامبیک;Afrique
2010;USA1;99;27;;;;108;30;9;États-Unis (hors territoire américain);United States (outside US territory);Estados Unidos (fuera del territorio estadounidense);الولايات المتحدة (باستثناء الأراضي الأمريكية);ایالات متحده امریکا (خارج از سرزمین‌ ایالات متحده امریکا);Amériques
2010;GEO;100;27;;;;81;18,83333333;-19;Géorgie;Georgia;Georgia;جورجيا;گرجستان;EEAC
2010;ARM;101;27,5;;;;111;31,125;10;Arménie;Armenia;Armenia;أرمينيا;ارمنستان;EEAC
2010;ECU;102;27,5;;;;84;20;-18;Équateur;Ecuador;Ecuador;الإكوادور;اکواتور;Amériques
2010;BOL;103;28,13;;;;95;24,16666667;-8;Bolivie;Bolivia;Bolivia;بوليفيا;بلیوی;Amériques
2010;AGO;104;28,5;;;;119;36,5;15;Angola;Angola;Angola;أنغولا;آنگولا;Afrique
2010;MNE;105;28,5;;;;77;17;-28;Monténégro;Montenegro;Montenegro;الجبل الأسود;مونته‌نگرو;UE Balkans
2010;NER;106;28,5;;;;139;48,5;33;Niger;Niger;Niger;النيجر;نیجر;Afrique
2010;GAB;107;28,75;;;;129;43,5;22;Gabon;Gabon;República Gabonesa;الغابون;گابون;Afrique
2010;BDI;108;28,88;;;;103;29;-5;Burundi;Burundi;Burundi;بوروندي;بروندی;Afrique
2010;PER;109;30;;;;85;20,875;-24;Pérou;Peru;Peru;بيرو;پرو;Amériques
2010;DJI;110;30,5;;;;110;31;0;Djibouti;Djibouti;Yibuti;جيبوتي;جیبوتی;Afrique
2010;WSM;111;33;;;;;;;Samoa;Samoa;Samoa;ساموا;ساموآ;Asie-Pacifique
2010;TCD;112;33,17;;;;132;44,5;20;Tchad;Chad;Chad;تشاد;چاد;Afrique
2010;GIN;113;33,5;;;;100;28,5;-13;Guinée;Guinea;Guinea;غينيا;گینه;Afrique
2010;COG;114;33,6;;;;116;34,25;2;Congo;Congo;República del Congo;الكونغو;کنگو;Afrique
2010;TJK;115;34,5;;;;113;32;-2;Tadjikistan;Tajikistan;Tayikistán;طاجيكستان;تاجیکستان;EEAC
2010;MDG;116;34,88;;;;134;45,83333333;18;Madagascar;Madagascar;Madagascar;مدغشقر;ماداگاسکار;Afrique
2010;IDN;117;35,83;;;;100;28,5;-17;Indonésie;Indonesia;Indonesia;أندونيسيا;اندونزی;Asie-Pacifique
2010;CIV;118;36;;;;103;29;-15;Côte d'Ivoire;Ivory Coast;Costa de Marfil;ساحل العاج;ساحل عاج;Afrique
2010;NPL;119;36,38;;;;118;35,625;-1;Népal;Nepal;Nepal;نيبال;نپال;Asie-Pacifique
2010;JOR;120;37;;;;112;31,875;-8;Jordanie;Jordan;Jordania;الأردن;اردن;MENA
2010;QAT;121;38;;;;94;24;-27;Qatar;Qatar;Catar;قطر;قطر;MENA
2010;IND;122;38,75;;;;105;29,33333333;-17;Inde;India;India;الهند;هند;Asie-Pacifique
2010;ZWE;123;39,5;;;;136;46,5;13;Zimbabwe;Zimbabwe;Zimbabue;زيمبابوي;زیمبابوه;Afrique
2010;OMN;124;40,25;;;;106;29,5;-18;Oman;Oman;Omán;عمان;عمان;MENA
2010;GMB;125;40,5;;;;137;48,25;12;Gambie;Gambia;Gambia;غامبيا;گامبیا;Afrique
2010;BGD;126;42,5;;;;121;37,33333333;-5;Bangladesh;Bangladesh;Bangladés;بنغلاديش;بنگلادش;Asie-Pacifique
2010;EGY;127;43,33;;;;143;51,375;16;Égypte;Egypt;Egipto;مصر;مصر;MENA
2010;KHM;128;43,83;;;;117;35,16666667;-11;Cambodge;Cambodia;Camboya;كمبوديا;کامبوج;Asie-Pacifique
2010;CMR;129;44,3;;;;109;30,5;-20;Cameroun;Cameroon;Camerún;الكاميرون;کامرون;Afrique
2010;IRQ;130;45,58;;;;145;53,3;15;Irak;Iraq;Irak;العراق;عراق;MENA
2010;UKR;131;46,83;;;;89;22;-42;Ukraine;Ukraine;Ucrania;أوكرانيا;اوکراين;EEAC
2010;ISR2;132;47;;;;150;55,5;18;Israël (hors territoire israélien);Israel (outside Israeli territory);Israel (fuera del territorio israelí);إسرائيل (باستثناء الأراضي الإسرائيلية);اسرائیل (خارج ازسرزمین اسرائیل);MENA
2010;DZA;133;47,33;;;;141;49,5625;8;Algérie;Algeria;Argelia;الجزائر;الجزایر;MENA
2010;VEN;134;47,33;;;;124;39,5;-10;Venezuela;Venezuela;Venezuela;فنزويلا;ونزوئلا;Amériques
2010;MAR;135;47,4;;;;127;41;-8;Maroc;Morocco;Marruecos;المغرب;مراکش;MENA
2010;MEX;136;47,5;;;;137;48,25;1;Mexique;Mexico;México;المكسيك;مکزیک;Amériques
2010;SGP;137;47,5;;;;133;45;-4;Singapour;Singapore;Singapur;سنغافورة;سنگاپور;Asie-Pacifique
2010;TUR;138;49,25;;;;122;38,25;-16;Turquie;Turkey;Turquía;تركيا;ترکیه;EEAC
2010;ETH;139;49,38;;;;140;49;1;Éthiopie;Ethiopia;Etiopía;أثيوبيا;اتیوپی;Afrique
2010;RUS;140;49,9;;;;153;60,875;13;Russie;Russian Federation;Rusia;روسيا;روسیه;EEAC
2010;MYS;141;50,75;;;;131;44,25;-10;Malaisie;Malaysia;Malasia;ماليزيا;مالزی;Asie-Pacifique
2010;BRN;142;51;;;;155;63,5;13;Brunei;Brunei Darussalam;Brunéi;بروناي;برونی;Asie-Pacifique
2010;HND;143;51,13;;;;128;42;-15;Honduras;Honduras;Honduras;هندوراس;هندوراس;Amériques
2010;BHR;144;51,38;;;;119;36,5;-25;Bahreïn;Bahrain;Baréin;البحرين;بحرین;MENA
2010;COL;145;51,5;;;;126;40,125;-19;Colombie;Colombia;Colombia;كولومبيا;کلمبیا;Amériques
2010;NGA;146;51,5;;;;135;46;-11;Nigeria;Nigeria;Nigeria;نيجيريا;نیجریه;Afrique
2010;AFG;147;51,67;;;;149;54,25;2;Afghanistan;Afghanistan;Afganistán;أفغانستان;افغانستان;Asie-Pacifique
2010;COD;148;51,83;;;;146;53,5;-2;RD Congo;The Democratic Republic Of The Congo;RD Congo;جمهورية الكونغو الديمقراطية;جمهوری دمکراتیک کنگو;Afrique
2010;FJI;149;52,75;;;;152;60;3;Fidji;Fiji;Fiyi;فيجي;فیجی;Asie-Pacifique
2010;PSE;150;56,13;;;;161;69,83333333;11;Palestine;Palestine;Palestina;فلسطين;فلسطین;MENA
2010;PAK;151;56,17;;;;159;65,66666667;8;Pakistan;Pakistan;Pakistán;باكستان;پاکستان;Asie-Pacifique
2010;AZE;152;56,38;;;;146;53,5;-6;Azerbaïdjan;Azerbaijan;Azerbaiyán;أذربيجان;آذربایجان;EEAC
2010;THA;153;56,83;;;;130;44;-23;Thaïlande;Thailand;Tailandia;تايلاند;تایلند;Asie-Pacifique
2010;BLR;154;57;;;;151;59,5;-3;Bélarus;Belarus;Belarús;روسيا البيضاء;روسیه سفید;EEAC
2010;SWZ;155;57,5;;;;144;52,5;-11;Eswatini;Eswatini;Esuatini;إسواتيني;اسواتینی ;Afrique
2010;PHL;156;60;;;;122;38,25;-34;Philippines;Philippines;Filipinas;الفلبين;فلیپین;Asie-Pacifique
2010;SAU;157;61,5;;;;163;76,5;6;Arabie saoudite;Saudi Arabia;Arabia Saudita;المملكة العربية السعودية;عربستان سعودی;MENA
2010;LKA;158;62,5;;;;162;75;4;Sri Lanka;Sri Lanka;Sri Lanka;سري لانكا;سریلانکا;Asie-Pacifique
2010;KGZ;159;63;;;;125;40;-34;Kirghizstan;Kyrgyzstan;Kirguistán;قرغيزستان;قرقیزستان;EEAC
2010;LBY;160;63,5;;;;156;64,5;-4;Libye;Libya;Libia;ليبيا;لیبی;MENA
2010;SOM;161;66;;;;164;77,5;3;Somalie;Somalia;Somalia;الصومال;سومالی;Afrique
2010;KAZ;162;68,5;;;;142;49,66666667;-20;Kazakhstan;Kazakhstan;Kazajistán;كازاخستان;قزاقستان;EEAC
2010;UZB;163;71,5;;;;160;67,66666667;-3;Ouzbékistan;Uzbekistan;Uzbekistán;أوزبكستان;اوزبکستان;EEAC
2010;TUN;164;72,5;;;;154;61,5;-10;Tunisie;Tunisia;Túnez;تونس;تونس;MENA
2010;VNM;165;75,75;;;;166;81,66666667;1;Viêt Nam;Vietnam;Vietnam;فيتنام;ویتنام;Asie-Pacifique
2010;CUB;166;78;;;;170;94;4;Cuba;Cuba;Cuba;كوبا;کوبا;Amériques
2010;GNQ;167;79;;;;158;65,5;-9;Guinée équatoriale;Equatorial Guinea;Guinea Ecuatorial;غينيا الاستوائية;گینه اکوادور;Afrique
2010;LAO;168;80,5;;;;169;92;1;Laos;Lao People's Democratic Republic;Laos;لاوس;لائوس;Asie-Pacifique
2010;RWA;169;81;;;;157;64,66666667;-12;Rwanda;Rwanda;Ruanda;رواندا;روندا;Afrique
2010;YEM;170;82,13;;;;167;83,375;-3;Yémen;Yemen;Yemen;اليمن;یمن;MENA
2010;CHN;171;84,67;;;;168;84,5;-3;Chine;China;China;الصين;چین;Asie-Pacifique
2010;SDN;172;85,33;;;;148;54;-24;Soudan;Sudan;Sudán;السودان;سودان;Afrique
2010;SYR;173;91,5;;;;165;78;-8;Syrie;Syrian Arab Republic;Siria;سوريا;سوریه;MENA
2010;MMR;174;94,5;;;;171;102,6666667;-3;Birmanie;Myanmar;Birmania;بورما;برمه;Asie-Pacifique
2010;IRN;175;94,56;;;;172;104,1428571;-3;Iran;Islamic Republic of Iran;Irán;إيران;ایران;MENA
2010;TKM;176;95,33;;;;173;107;-3;Turkménistan;Turkmenistan;Turkmenistán;تركمانستان;ترکمنستان;EEAC
2010;PRK;177;104,75;;;;174;112,5;-3;Corée du Nord;Democratic People's Republic of Korea;Corea del Norte;كوريا الشمالية;کره شمالی;Asie-Pacifique
2010;ERI;178;105;;;;175;115,5;-3;Érythrée;Eritrea;Eritrea;إريتريا;اریتره;Afrique
